reaction_id,reaction,genes
LTHRK,atp_c + thr__L_c --> adp_c + h_c + thrp_c,WP_005249079_1 or WP_043943854_1
LYSDC,h_c + lys__L_c --> 15dap_c + co2_c,WP_005239230_1
LYSGLUGLYtr,atp_c + h2o_c + lysglugly_e --> adp_c + h_c + lysglugly_c + pi_c,WP_005243784_1
LYSMO,lys__L_c + o2_c --> 5apentam_c + co2_c + h2o_c + h_c,WP_005249246_1
LYSabc,atp_c + h2o_c + lys__L_e --> adp_c + h_c + lys__L_c + pi_c,WP_005251655_1 or WP_025432117_1
LYSabcpp,atp_c + h2o_c + lys__L_p --> adp_c + h_c + lys__L_c + pi_c,WP_164709508_1 or WP_179443303_1 or ( WP_005247432_1 and WP_005251656_1 ) or ( WP_005249318_1 and WP_164709508_1 ) or ( WP_005250338_1 and WP_025432387_1 )
LYSt3pp,h_p + lys__L_c --> h_c + lys__L_p,WP_005244212_1
LYSt3r,h_e + lys__L_c --> h_c + lys__L_e,WP_005244212_1 or WP_025433626_1
LYSt5r,lys__L_e <=> lys__L_c,WP_005238794_1 or WP_025433611_1
L_LACD,2.0 ficytc_c + lac__L_c --> 2.0 focytc_c + pyr_c,WP_005239478_1 or WP_037179656_1
L_LACD2,lac__L_c + q8_c --> pyr_c + q8h2_c,WP_025431976_1 or WP_037179656_1 or ( WP_005249294_1 and WP_005249295_1 and WP_025433596_1 )
L_LACD3,lac__L_c + mqn8_c --> mql8_c + pyr_c,WP_025431976_1 or WP_037179656_1 or ( WP_005249294_1 and WP_005249295_1 and WP_025433596_1 )
L_LACD3_1,lac__L_c + mqn7_c --> mql7_c + pyr_c,WP_005240602_1
L_LACt2r,h_e + lac__L_e --> h_c + lac__L_c,WP_005238001_1 or WP_226955565_1
L_LACt3,h_e + lac__L_c --> h_c + lac__L_e,WP_226955565_1
LacR,lac__L_c <=> lac__D_c,WP_226955693_1
M1PD,mnl1p_c + nad_c <=> f6p_c + h_c + nadh_c,
MACACI,4mlacac_c --> 4fumacac_c,
MACCOAT,2maacoa_c + coa_c --> accoa_c + ppcoa_c,WP_005243703_1 or WP_005244682_1 or WP_005248351_1 or WP_005249328_1 or WP_005251119_1 or WP_005252295_1 or WP_025431690_1
MAGLIPA160ex,1ag160_e + h2o_e --> glyc_e + h_e + hdca_e,WP_005238246_1
MAGLIPA180ex,1ag180_e + h2o_e --> glyc_e + h_e + ocdca_e,WP_005238246_1
MAGLIPA181d9ex,1ag181d9_e + h2o_e --> glyc_e + h_e + ocdcea_e,WP_005238246_1
MAGLIPA182d9d12ex,1ag182d9d12_e + h2o_e --> glyc_e + h_e + lnlc_e,WP_005238246_1
MAK,atp_c + malt_c <=> adp_c + h_c + malt1p_c,WP_005239409_1
MAL6PG,h2o_c + malt6p_c <=> g6p_c + glc__D_c,
MALDDH,mal__D_c + nad_c --> co2_c + nadh_c + pyr_c,WP_025431856_1
MALDt2_2pp,2.0 h_p + mal__D_p --> 2.0 h_c + mal__D_c,WP_005244433_1 or WP_005251008_1
MALDtex,mal__D_e <=> mal__D_p,
MALEI,male_c <=> fum_c,WP_005241484_1
MALS,accoa_c + glx_c + h2o_c --> coa_c + h_c + mal__L_c,WP_226955522_1
MALT,h2o_c + malt_c --> 2.0 glc__D_c,WP_005248221_1
MALTHPabc,atp_c + h2o_c + malthp_e --> adp_c + h_c + malthp_c + pi_c,WP_005239291_1 and WP_005239292_1 and WP_005239295_1
MALTHXabc,atp_c + h2o_c + malthx_e --> adp_c + h_c + malthx_c + pi_c,WP_025432120_1 and WP_226955514_1
MALTHXabcpp,atp_c + h2o_c + malthx_p --> adp_c + h_c + malthx_c + pi_c,WP_005248970_1 or WP_025433613_1 or WP_226955505_1 or WP_226955514_1
MALTHXtexi,malthx_e --> malthx_p,
MALTT,2.0 malt1p_c --> glyg4n_c + 2.0 pi_c,
MALTTRabc,atp_c + h2o_c + malttr_e --> adp_c + h_c + malttr_c + pi_c,WP_025432120_1 and WP_226955514_1
MALTabc,atp_c + h2o_c + malt_e --> adp_c + h_c + malt_c + pi_c,WP_005250846_1 or WP_025432120_1 or WP_226955514_1 or ( WP_005238326_1 and WP_025432067_1 ) or ( WP_005239291_1 and WP_005239292_1 and WP_005239295_1 and WP_187300152_1 ) or ( WP_005242678_1 and WP_005248574_1 and WP_025433323_1 and WP_226955707_1 )
MALTabcpp,atp_c + h2o_c + malt_p --> adp_c + h_c + malt_c + pi_c,WP_005248970_1 or WP_025433613_1 or WP_226955505_1 or WP_226955514_1
MALTpts,malt_e + pep_c --> malt6p_c + pyr_c,WP_005252852_1 or WP_005252856_1 or ( WP_005252852_1 and WP_005252856_1 and WP_005563039_1 )
MALTptspp,malt_p + pep_c --> malt6p_c + pyr_c,WP_005252852_1 and WP_005252856_1
MALTtexi,malt_e --> malt_p,
MALt2_2,2.0 h_e + mal__L_e --> 2.0 h_c + mal__L_c,WP_005244433_1
MALt2_2pp,2.0 h_p + mal__L_p --> 2.0 h_c + mal__L_c,WP_005244433_1 or WP_005251008_1
MALt2r,h_e + mal__L_e --> h_c + mal__L_c,WP_005244413_1 or WP_005244433_1
MALt4,mal__L_e + na1_e --> mal__L_c + na1_c,WP_025433491_1
MALtex,mal__L_e <=> mal__L_p,
MAN1PT,gtp_c + h_c + man1p_c --> gdpmann_c + ppi_c,WP_005240024_1
MAN1PT2,gdp_c + h_c + man1p_c --> gdpmann_c + pi_c,WP_005240024_1 or WP_005241352_1
MAN6PI,man6p_c <=> f6p_c,WP_005240047_1
MANA1,h2o_c + manb_c --> 2.0 man_c,WP_226955710_1
MANA2,h2o_c + mantr_c --> man_c + manb_c,WP_226955710_1
MANA3,h2o_c + manttr_c --> man_c + mantr_c,WP_226955710_1
MANAO,mana_c + nad_c <=> fruur_c + h_c + nadh_c,WP_025433324_1
MANTTRabc,atp_c + h2o_c + manttr_e --> adp_c + h_c + manttr_c + pi_c,
MANpts,man_e + pep_c --> man6p_c + pyr_c,WP_005252856_1 or ( WP_005252852_1 and WP_005252856_1 )
MANptspp,man_p + pep_c --> man6p_c + pyr_c,WP_005252856_1
MANtex,man_e <=> man_p,
MB2CFO,fad_c + m2bcoa_c --> 2mb2coa_c + fadh2_c + 4.0 h_c,WP_005250947_1
MBCOAi,fad_c + ivcoa_c <=> 3mb2coa_c + fadh2_c,WP_005239585_1
MCBTS3,atp_c + bhb_c + 2.0 lys__L_c + 2.0 nadp_c + 3.5 o2_c + occoa_c + salc_c + ser__L_c --> adp_c + cmcbtt_c + co2_c + coa_c + 5.0 h2o_c + 2.0 h_c + 2.0 nadph_c + pi_c,WP_005241168_1 and WP_005242411_1 and WP_005251161_1
MCCC,3mb2coa_c + atp_c + hco3_c --> 3mgcoa_c + adp_c + h_c + pi_c,WP_005239544_1 and WP_005239546_1
MCD,h_c + malcoa_c --> accoa_c + co2_c,WP_005239992_1 and WP_005247842_1 and WP_005248832_1 and WP_025431568_1 and WP_226955725_1
MCITD,2mcit_c --> 2mcacn_c + h2o_c,WP_005252752_1
MCITL2,micit_c <=> pyr_c + succ_c,WP_005250319_1 or WP_005251848_1 or WP_025433009_1 or WP_025433445_1
MCITS,h2o_c + oaa_c + ppcoa_c --> 2mcit_c + coa_c + h_c,WP_005252757_1
MCSNAH,5mcsn_c + h2o_c + h_c --> nh4_c + thym_c,WP_025431681_1
MCTP1App,murein5p5p_p --> ala__D_p + murein5px4p_p,WP_005243789_1 or WP_005246527_1 or WP_005249077_1 or WP_187300166_1 or WP_226955766_1
MCTP1Bpp,murein5p5p_p --> alaala_p + murein5px3p_p,WP_005243789_1 or WP_005246527_1 or WP_226955766_1
MCTP2App,murein5p5p5p_p --> 2.0 ala__D_p + murein5px4px4p_p,WP_005243789_1 or WP_005246527_1 or WP_187300166_1 or WP_226955766_1
MDDCP1pp,h2o_p + murein5px4p_p --> ala__D_p + murein4px4p_p,WP_005238995_1
MDDCP2pp,h2o_p + murein5px4px4p_p --> ala__D_p + murein4px4px4p_p,WP_005238995_1
MDDCP3pp,h2o_p + murein5p5p_p --> ala__D_p + murein5p4p_p,WP_005238995_1
MDDCP4pp,h2o_p + murein5p4p_p --> ala__D_p + murein4p4p_p,WP_005238995_1
MDDCP5pp,h2o_p + murein5p3p_p --> ala__D_p + murein4p3p_p,WP_005238995_1
MDDEP1pp,h2o_p + murein4px4p_p --> murein4p4p_p,WP_005238995_1 or WP_005247706_1 or WP_005252526_1 or WP_025432093_1
MDDEP3pp,h2o_p + murein5px4p_p --> murein5p4p_p,WP_005238995_1 or WP_005247706_1 or WP_005252526_1 or WP_025432093_1
MDDEP4pp,h2o_p + murein4px4px4p_p --> murein4px4p4p_p,WP_005238995_1 or WP_005247706_1 or WP_005252526_1 or WP_025432093_1
MDH,mal__L_c + nad_c <=> h_c + nadh_c + oaa_c,WP_005239876_1 or WP_005250477_1
MDH2,mal__L_c + q8_c --> oaa_c + q8h2_c,WP_005240602_1
MDH3,mal__L_c + mqn8_c --> mql8_c + oaa_c,WP_005240602_1
MDH3_1,mal__L_c + mqn7_c --> mql7_c + oaa_c,WP_005240602_1
MDNTHAep,2m35mdntha_c + h_p --> 2m35mdntha_e + h_c,
ME1,mal__L_c + nad_c --> co2_c + nadh_c + pyr_c,WP_005249923_1
ME2,mal__L_c + nadp_c --> co2_c + nadph_c + pyr_c,WP_005249923_1 or WP_005251018_1
MECDPDH4E,2mecdp_c + fdxrd_c + h_c <=> fdxo_2_2_c + h2mb4p_c + h2o_c,
MECDPS,2p4c2me_c --> 2mecdp_c + cmp_c,WP_005244898_1
MEHLER,h_c + nadph_c + 0.5 o2_c --> h2o_c + nadp_c,WP_005249988_1
MELIB_Et,melib_e <=> melib_c,
MELIBt2pp,h_p + melib_p --> h_c + melib_c,
MELIBt3ipp,h_p + melib_c --> h_c + melib_p,WP_005243448_1 or WP_025431793_1 or WP_037181792_1
MEOHtex,meoh_e <=> meoh_p,spontaneous
MEOHtrpp,meoh_p <=> meoh_c,spontaneous
MEPCT,2me4p_c + ctp_c + h_c --> 4c2me_c + ppi_c,WP_005244899_1
METAT,atp_c + h2o_c + met__L_c --> amet_c + pi_c + ppi_c,WP_005241739_1
METDabc,atp_c + h2o_c + met__D_e --> adp_c + h_c + met__D_c + pi_c,WP_005240222_1 or WP_005252477_1 or WP_005252478_1 or WP_025431920_1 or ( WP_005252476_1 and WP_005252477_1 and WP_005252478_1 )
METS,5mthf_c + hcys__L_c --> h_c + met__L_c + thf_c,WP_005244228_1 and WP_025432819_1
METSOX1abc,atp_c + h2o_c + metsox_S__L_e --> adp_c + h_c + metsox_S__L_c + pi_c,WP_005252478_1
METSOX2abc,atp_c + h2o_c + metsox_R__L_e --> adp_c + h_c + metsox_R__L_c + pi_c,WP_005252478_1
METSOXR1,metsox_S__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c,WP_005247443_1 or WP_005248348_1 or WP_005249122_1 or WP_037181766_1 or ( WP_005247443_1 and WP_037181766_1 ) or ( WP_005248348_1 and WP_037181766_1 ) or ( WP_005249122_1 and WP_037181766_1 )
METSOXR2,metsox_R__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c,WP_005240925_1 or WP_005247443_1 or WP_005248348_1 or WP_005249122_1 or WP_037181766_1 or ( WP_005247443_1 and WP_037181766_1 ) or ( WP_005248348_1 and WP_037181766_1 )
METSR_R1,metox__R_c + trdrd_c --> h2o_c + met__L_c + trdox_c,
METSR_S1,metox_c + trdrd_c --> h2o_c + met__L_c + trdox_c,
METSRabc,atp_c + h2o_c + metox__R_e --> adp_c + h_c + metox__R_c + pi_c,WP_005252477_1 or WP_025431920_1
METSabc,atp_c + h2o_c + metox_e --> adp_c + h_c + metox_c + pi_c,WP_005252477_1 or WP_025431920_1
METabc,atp_c + h2o_c + met__L_e --> adp_c + h_c + met__L_c + pi_c,WP_005251655_1 or WP_005252477_1 or WP_005252478_1 or WP_025431920_1 or WP_025432117_1 or ( WP_005252476_1 and WP_005252477_1 ) or ( WP_005252477_1 and WP_005252478_1 ) or ( WP_005252476_1 and WP_005252477_1 and WP_005252478_1 )
METabcpp,atp_c + h2o_c + met__L_p --> adp_c + h_c + met__L_c + pi_c,WP_005252477_1 or WP_005252501_1 or WP_025432387_1 or ( WP_005252477_1 and WP_011594674_1 )
METtex,met__L_e <=> met__L_p,
MFUMt8,fum_e + na1_e --> fum_c + na1_c,WP_025433491_1
MG2tex,mg2_e <=> mg2_p,
MG2tpp,mg2_p --> mg2_c,WP_005252303_1
MG2uabcpp,atp_c + h2o_c + mg2_p --> adp_c + h_c + mg2_c + pi_c,WP_005237961_1 or WP_005264648_1
MGCH,3mgcoa_c + h2o_c <=> hmgcoa_c,WP_005251515_1
MGt5,mg2_c <=> mg2_e,WP_005238136_1 or WP_005246268_1 or WP_025432195_1 or WP_043943794_1
MHPGLUT,hcys__L_c + mhpglu_c --> hpglu_c + met__L_c,WP_005244228_1
MHPGLUT2,ahcys_c + h_c + mhpglu_c <=> amet_c + hpglu_c,
MI1PP,h2o_c + mi1p__D_c --> inost_c + pi_c,WP_005247508_1 or WP_005249633_1 or WP_005252904_1 or WP_037179155_1
MI1PS,g6p_c --> mi1p__D_c,WP_005249652_1
MI3PP,h2o_c + mi3p__D_c --> inost_c + pi_c,WP_005247508_1 or WP_005252904_1 or WP_037179155_1
MI3PS,g6p_c <=> mi3p__D_c,WP_005249652_1
MICITDr,2mcacn_c + h2o_c <=> micit_c,WP_005241829_1 or WP_005251340_1
MLDCP1Bpp,h2o_p + murein4p4p_p --> ala__D_p + murein4p3p_p,
MLDCP2Bpp,h2o_p + murein4p3p_p --> ala__D_p + murein3p3p_p,
MLDEP2pp,h2o_p + murein5px3p_p --> murein5p3p_p,WP_005248879_1 or WP_025432093_1 or WP_025432959_1
MLTGY1pp,murein4p4p_p --> 2.0 anhgm4p_p,WP_005252992_1
MLTGY2pp,murein4p3p_p --> anhgm3p_p + anhgm4p_p,WP_005252992_1
MLTGY3pp,murein3p3p_p --> 2.0 anhgm3p_p,WP_005252992_1
MLTGY4pp,murein4px4p4p_p --> anhgm4p_p + murein4px4p_p,WP_005252992_1
MLTP1,maltpt_c + pi_c <=> g1p_c + maltttr_c,
MLTP2,malthx_c + pi_c <=> g1p_c + maltpt_c,
MLTP3,malthp_c + pi_c <=> g1p_c + malthx_c,
MMCD,h_c + mmcoa__S_c --> co2_c + ppcoa_c,WP_005248832_1
MME,mmcoa__R_c <=> mmcoa__S_c,WP_005238498_1 or WP_005245747_1 or WP_005248354_1 or WP_005252004_1
MMM2,succoa_c --> mmcoa__R_c,WP_005246063_1 and WP_025432549_1
MMSAD1,2mop_c + coa_c + nad_c --> co2_c + nadh_c + ppcoa_c,WP_005252872_1
MMSAD2,coa_c + nad_c + ppal_c --> h_c + nadh_c + ppcoa_c,WP_025431774_1
MMSAD3,coa_c + msa_c + nad_c --> accoa_c + co2_c + nadh_c,WP_037179827_1 or WP_226955528_1
MMTSAO,coa_c + mmtsa_c + nad_c --> co2_c + nadh_c + ppcoa_c,WP_037179827_1
MN2t3pp,h_p + mn2_c --> h_c + mn2_p,WP_005238136_1
MN6PP,h2o_c + man6p_c --> man_c + pi_c,WP_005243022_1 or WP_005248850_1
MNLpts,mnl_e + pep_c --> mnl1p_c + pyr_c,WP_005252856_1
MNNH,mana_c --> 2ddglcn_c + h2o_c,
MNabc,atp_c + h2o_c + mn2_e --> adp_c + h_c + mn2_c + pi_c,WP_005244871_1 or WP_005251070_1 or WP_025432843_1 or ( WP_005265172_1 and WP_025433262_1 )
MNabc_1,atp_c + h2o_c + mn2_p --> adp_c + h_c + mn2_c + pi_c,WP_005244871_1 or WP_025433261_1 or ( WP_005246096_1 and WP_005251070_1 and WP_187300223_1 ) or ( WP_005246096_1 and WP_025432560_1 and WP_187300223_1 )
MNabc_rev,atp_c + h2o_c + mn2_c --> adp_c + h_c + mn2_e + pi_c,WP_005244870_1 and WP_005246394_1 and WP_005265172_1
MNt2pp,h_p + mn2_p --> h_c + mn2_c,WP_226955563_1 or ( WP_005246096_1 and WP_025432560_1 and WP_187300223_1 )
MOBDabc,atp_c + h2o_c + mobd_e --> adp_c + h_c + mobd_c + pi_c,WP_005258384_1 or ( WP_005249135_1 and WP_005249136_1 and WP_005249137_1 )
MOBDabc_rev,atp_c + h2o_c + mobd_c --> adp_c + h_c + mobd_e + pi_c,WP_005249135_1 and WP_005249136_1 and WP_005249137_1
MOHMT,3mob_c + h2o_c + mlthf_c --> 2dhp_c + thf_c,WP_005247779_1
MOTH1,h2o_c + malttre_c --> malt_c + tre_c,
MOTS1,maltttr_c --> malttre_c,
MPTG,2.0 uaagmda_c --> 2.0 h_c + murein5p5p_p + 2.0 udcpdp_c,WP_037182782_1 or WP_226955645_1 or ( WP_005249076_1 and WP_226955645_1 ) or ( WP_025432873_1 and WP_226955645_1 ) or ( WP_005249076_1 and WP_226955645_1 and WP_226955766_1 )
MPTG2,murein5p5p_p + uaagmda_c --> h_c + murein5p5p5p_p + udcpdp_c,WP_226955645_1 or ( WP_005249076_1 and WP_226955645_1 ) or ( WP_025432873_1 and WP_226955645_1 ) or ( WP_005249076_1 and WP_226955645_1 and WP_226955766_1 )
MSHAMID,bmnmsh_c + h2o_c --> acysbmn_c + igam_c,WP_005238981_1
MSHS,accoa_c + cigam_c --> coa_c + msh_c,WP_025431876_1
MSO3abc,atp_c + h2o_c + mso3_e --> adp_c + h_c + mso3_c + pi_c,WP_005244174_1 and WP_025432312_1
MTAM_1,5fthf_c + h_c <=> h2o_c + methf_c,
MTAN,5mta_c + h2o_c --> 5mtr_c + ade_c,WP_005240273_1
MTAP,5mta_c + pi_c --> 5mdr1p_c + ade_c,WP_025431705_1
MTHFC,h2o_c + methf_c <=> 10fthf_c + h_c,WP_005239862_1 or WP_005252392_1 or WP_005252393_1
MTHFD,mlthf_c + nadp_c <=> methf_c + nadph_c,WP_005239862_1 or WP_005252392_1
MTHFD2i,mlthf_c + nad_c --> methf_c + nadh_c,WP_005252178_1
MTHFR2,2.0 h_c + mlthf_c + nadh_c --> 5mthf_c + nad_c,WP_005247654_1
MTHFR3,2.0 h_c + mlthf_c + nadph_c --> 5mthf_c + nadp_c,WP_005247654_1
MTI,tre_c <=> malt_c,WP_005244721_1 or WP_025432211_1
MTRI,5mdr1p_c <=> 5mdru1p_c,
MTRK,5mtr_c + atp_c --> 5mdr1p_c + adp_c + h_c,
MUCCYCI,ccmuac_c + h_c <=> mucl_c,WP_025433213_1
MUCCY_kt,CCbuttc_c + h_c --> 4cml_c,WP_226955498_1
MUCLI,mucl_c <=> 5odhf2a_c,WP_005251393_1
MXYLt5,h_p + m_xyl_c --> h_c + m_xyl_e,WP_009474664_1
MXYLt6,h_p + m_xyl_p --> h_c + m_xyl_e,WP_009474664_1
MYCTR,2.0 msh_c + nadp_c <=> h_c + mssg_c + nadph_c,WP_005240598_1
MYCTR2,gthox_c + 2.0 msh_c --> 2.0 gthrd_c + mssg_c,WP_005240598_1
M_XYLtpp,m_xyl_p <=> m_xyl_c,
M_Xylt1,m_xyl_e <=> m_xyl_p,
Mn2t,2.0 h_c + mn2_e <-- 2.0 h_e + mn2_c,WP_005243961_1
N2Otex,n2o_e <=> n2o_p,
N2Otpp,n2o_p <=> n2o_c,spontaneous
NABTNO,h2o_c + n4abutn_c + nad_c --> 4aabutn_c + 2.0 h_c + nadh_c,WP_005241094_1 or WP_005241278_1 or WP_005250821_1 or WP_025431636_1 or WP_025433525_1
NACHY,nac_c + 0.5 o2_c --> 6hnac_c,
NADDP,h2o_c + nad_c --> amp_c + 2.0 h_c + nmn_c,WP_005240164_1 or WP_005240344_1
NADH10,h_c + mqn8_c + nadh_c --> mql8_c + nad_c,WP_005241425_1 or ( WP_005239104_1 and WP_005239105_1 and WP_005239106_1 and WP_005239107_1 and WP_005239108_1 and WP_005239110_1 and WP_005239113_1 and WP_005239114_1 and WP_005239116_1 and WP_005239117_1 and WP_005239118_1 )
NADH5,h_c + nadh_c + q8_c --> nad_c + q8h2_c,WP_005241425_1 or WP_005246084_1 or WP_025432300_1
NADH9,2dmmq8_c + h_c + nadh_c --> 2dmmql8_c + nad_c,WP_005241425_1 or ( WP_005239104_1 and WP_005239105_1 and WP_005239106_1 and WP_005239107_1 and WP_005239108_1 and WP_005239110_1 and WP_005239113_1 and WP_005239114_1 and WP_005239116_1 and WP_005239117_1 and WP_005239118_1 )
NADHHR,h2o_c + nadh_c --> nadhx__R_c,spontaneous
NADHPO,h2o2_c + h_c + nadh_c --> 2.0 h2o_c + nad_c,WP_005250058_1 and WP_005250059_1
NADHXD,adp_c + nadhx__S_c --> amp_c + h_c + nadh_c + pi_c,WP_025432246_1
NADHXE,nadhx__S_c <=> nadhx__R_c,WP_025432246_1
NADK,atp_c + nad_c --> adp_c + h_c + nadp_c,WP_005243189_1
NADPHHR,h2o_c + nadph_c --> nadphx__R_c,spontaneous
NADPHQR2,h_c + nadph_c + q8_c --> nadp_c + q8h2_c,WP_005237944_1 or WP_005252922_1 or WP_025432300_1
NADPHQR3,h_c + mqn8_c + nadph_c --> mql8_c + nadp_c,WP_143767587_1
NADPHXD,adp_c + nadphx__S_c --> amp_c + h_c + nadph_c + pi_c,WP_025432246_1
NADPHXE,nadphx__R_c <=> nadphx__S_c,WP_025432246_1
NADS1,atp_c + dnad_c + nh4_c --> amp_c + h_c + nad_c + ppi_c,WP_005240272_1 or WP_025433515_1
NADTRHD,nad_c + nadph_c --> nadh_c + nadp_c,WP_005242744_1 and WP_005245256_1 and WP_025433002_1
NAKtr,k_c + na1_e --> k_e + na1_c,WP_005240834_1
NAPRT,h_c + nac_c + prpp_c <=> nicrnt_c + ppi_c,WP_025432974_1
NARK,no2_c <=> no2_e,WP_005259694_1 or WP_025433549_1 or WP_187300236_1
NAabc,atp_c + h2o_c + na1_e --> adp_c + h_c + na1_c + pi_c,WP_005244444_1 or WP_025431926_1
NAabcO,atp_c + h2o_c + na1_c --> adp_c + h_c + na1_e + pi_c,WP_005239355_1
NAt,na1_e --> na1_c,WP_005244010_1
NAt3_1,h_e + na1_c --> h_c + na1_e,WP_005248762_1 or WP_005251756_1 or WP_005251757_1 or WP_005252564_1 or WP_005252822_1 or WP_025431580_1
NAt3_2,2.0 h_e + na1_c --> 2.0 h_c + na1_e,( WP_005251755_1 and WP_005251756_1 ) or ( WP_005251747_1 and WP_005251754_1 and WP_005251757_1 )
NAt3_2pp,2.0 h_p + na1_c --> 2.0 h_c + na1_p,WP_005248482_1 or WP_005252564_1
NAt3pp,h_p + na1_c --> h_c + na1_p,WP_005245429_1
NBAHH_ir,carn_c + h2o_c --> ala_B_c + his__L_c,WP_005249453_1
NDPK1,atp_c + gdp_c <=> adp_c + gtp_c,WP_005248085_1
NDPK2,atp_c + udp_c <=> adp_c + utp_c,WP_005248085_1
NDPK3,atp_c + cdp_c <=> adp_c + ctp_c,WP_005248085_1
NDPK4,atp_c + dtdp_c <=> adp_c + dttp_c,WP_005248085_1
NDPK5,atp_c + dgdp_c <=> adp_c + dgtp_c,WP_005248085_1
NDPK6,atp_c + dudp_c <=> adp_c + dutp_c,WP_005248085_1
NDPK7,atp_c + dcdp_c <=> adp_c + dctp_c,WP_005248085_1
NDPK8,atp_c + dadp_c <=> adp_c + datp_c,WP_005248085_1
NFMLDF,h2o_c + nfmalm_c --> for_c + h_c + malm_c,WP_025433443_1
NH3c,h_c + nh3_c <=> nh4_c,spontaneous
NH4OHDs,h_c + nh4oh_c <=> h2o_c + nh4_c,
NH4t,nh4_e <=> nh4_c,WP_005240466_1
NH4tex,nh4_e <=> nh4_p,spontaneous
NH4tpp,nh4_p <=> nh4_c,spontaneous
NHFRBO,h_c + nadh_c + 2.0 no_c --> h2o_c + n2o_c + nad_c,WP_005249988_1
NI2abcpp,atp_c + h2o_c + ni2_c --> adp_c + h_c + ni2_p + pi_c,WP_005243362_1
NI2t3pp,h_p + ni2_c --> h_c + ni2_p,WP_005238136_1
NI2t4pp,h_p + k_p + ni2_c --> h_c + k_c + ni2_p,WP_005238442_1
NI2tex,ni2_e <=> ni2_p,
NI2tpp,ni2_p --> ni2_c,WP_005252303_1
NI2uabcpp,atp_c + h2o_c + ni2_p --> adp_c + h_c + ni2_c + pi_c,WP_025431920_1 or ( WP_005243359_1 and WP_226955691_1 ) or ( WP_005243362_1 and WP_005245505_1 and WP_226955673_1 ) or ( WP_005243362_1 and WP_005252469_1 and WP_226955673_1 ) or ( WP_005243362_1 and WP_025433178_1 and WP_226955673_1 ) or ( WP_025433188_1 and WP_025433189_1 and WP_037183109_1 ) or ( WP_005237765_1 and WP_005243362_1 and WP_025433177_1 and WP_226955691_1 ) or ( WP_005243362_1 and WP_005252469_1 and WP_025433053_1 and WP_226955673_1 ) or ( WP_005243362_1 and WP_005252469_1 and WP_025433178_1 and WP_226955673_1 )
NITR,h_c + nadh_c + no3_c --> h2o_c + nad_c + no2_c,WP_005249133_1
NIabc,atp_c + h2o_c + ni2_e --> adp_c + h_c + ni2_c + pi_c,WP_005243362_1 or ( WP_005245505_1 and WP_005251668_1 ) or ( WP_005237765_1 and WP_005252471_1 and WP_025433178_1 )
NMNAT,atp_c + h_c + nmn_c --> nad_c + ppi_c,WP_005248045_1
NMNDA,h2o_c + nmn_c --> nh4_c + nicrnt_c,WP_025432070_1 or WP_025432385_1
NMNHYD,h2o_c + nmn_c --> pi_c + rnam_c,WP_025431673_1
NMO,etha_c + fmnh2_c + o2_c --> acald_c + fmn_c + 6.0 h_c + no2_c,WP_005244556_1 or WP_005244599_1 or WP_025432805_1 or WP_025432810_1
NMTHDA,atp_c + 2.0 h2o_c + mthd_c --> Ncarbsar_c + adp_c + 2.0 h_c + pi_c,WP_005242409_1 and WP_025433599_1
NNAM,h2o_c + ncam_c --> nac_c + nh4_c,WP_005238363_1 or WP_005248324_1 or WP_005251928_1
NNATr,atp_c + h_c + nicrnt_c <=> dnad_c + ppi_c,WP_005248045_1
NNDPR,2.0 h_c + prpp_c + quln_c --> co2_c + nicrnt_c + ppi_c,WP_025432858_1
NO3abc,atp_c + h2o_c + no3_e --> adp_c + h_c + no3_c + pi_c,WP_005244198_1 or WP_025432312_1 or ( WP_005252775_1 and WP_005252777_1 and WP_005254141_1 )
NO3abcpp,atp_c + h2o_c + no3_p --> adp_c + h_c + no3_c + pi_c,WP_005248551_1 or WP_005250727_1 or ( WP_005244194_1 and WP_005250727_1 ) or ( WP_005248551_1 and WP_005250727_1 ) or ( WP_005250726_1 and WP_005250727_1 ) or ( WP_005240904_1 and WP_005240905_1 and WP_005252775_1 ) or ( WP_005244194_1 and WP_005248551_1 and WP_005250727_1 ) or ( WP_005244194_1 and WP_005250726_1 and WP_005250727_1 ) or ( WP_005248551_1 and WP_005250726_1 and WP_005250727_1 ) or ( WP_005244194_1 and WP_005248551_1 and WP_005250726_1 and WP_005250727_1 )
NO3t,no3_e <=> no3_c,WP_025433549_1 or WP_187300236_1
NO3tex,no3_e <=> no3_p,
NODOx,nadh_c + 2.0 no_c + 2.0 o2_c --> h_c + nad_c + 2.0 no3_c,WP_005242398_1 or WP_005251604_1
NODOy,nadph_c + 2.0 no_c + 2.0 o2_c --> h_c + nadp_c + 2.0 no3_c,WP_005242398_1 or WP_005251604_1
NOX,h_c + nadh_c + o2_c --> h2o2_c + nad_c,WP_005244735_1
NOt,no_e <=> no_c,
NP1_1,nicrns_c + pi_c <=> h_c + nac_c + r1p_c,
NPHS,sbzcoa_c --> coa_c + dhna_c,WP_005250877_1 or WP_005252069_1 or WP_025433341_1
NPHSa,h_c + sbzcoa_c --> 14dh2napcoa_c + h2o_c,WP_005250948_1
NPHSb,14dh2napcoa_c + h2o_c --> coa_c + dhna_c + h_c,
NT5C,h2o_c + nicrnt_c --> nicrns_c + pi_c,WP_025431673_1
